6/15/2025 4:52,,,,,,Yes,,
6/15/2025 3:50,,,,,,No,1,"Update phone number.  We live in Portugal (which you allow as a foreign address), and we have no US phone number (and should not be required to have one)."
6/14/2025 23:39,,,,,,Yes,4,
6/14/2025 22:15,,,,,,No,4,Add a second phone number.
6/14/2025 19:08,,,,,,,4,"You ask me to provide a cell# but you already send me text msgs for login purposes so you have it, I am on overseas assignment at present at Naval Support Activity in Naples Italy and my cell# is (39) 334-756-6048"
6/14/2025 18:27,,,,,,,2,"I do not have a mobile phone.  Stop making it mandatory.  Also, for some reason.  Emails sent from Department (letting me know my Meds Are on the way)  has my email addy as “;scraik@dc.rr.com”  Yes some how you dufuss’s (sp) entered an extra “;” character into my addy"
6/14/2025 16:18,,,,,,No,,Add my mobile number
6/14/2025 15:03,,,,,,No,1,Update address isn’t allowing me to complete.
6/14/2025 13:02,,,,,,No,1,"Log into VA.gov where I am already registered.  You app wants me to provide an ID again and when I do, it tells me it failed try again.  After 10 tries I gave up.   Now I  cannot log in the my benefits because I do not have a US phone number and it won't accept my German number. Even though I show I am not in the USA.  Can't log in, check in, or anything in between.  My email address is Allton @merwitz.com which I give to you freely because I am not sure what to do or how to do it overseas"
6/14/2025 12:42,,,,,,No,2,enter my email I receive a msg that I must enter a valid email but I am doing that
6/14/2025 7:45,,,,,,,,
6/13/2025 21:59,2,I am a US citizen and Veteran living in Japan. The VA.GOV website does not accept non-US phone numbers for the user's contact information.  Surely the WebSite/System designers and programmers at VA.gove are smart enough to realize that many users and Veterans like myself are living outside the US and don't use nor have access to a US only phone number ??,5,3,2,,,
6/13/2025 21:35,,,,,,No,1,"I am US Citizen and Veteran living in Japan. ID.me & VA.gov websites do not allow use of my Japanese phone number. I don't have a US phone number and cannot use a US phone number for obvious reasons.  It seems the system designers/programmers in the ID.me and VA.gov have no clue that many US citizens, including Veterans, live outside the US. The web sites need to reflect this reality !"
6/13/2025 21:02,,,,,,Yes,1,Adding what I am told is a require mobile phone number. I don't receive any of the listed benefits so really am not comfortable being require to list my number.
6/13/2025 19:05,,,,,,Yes,2,"I was told from an email that va.org needed information from me. I went on and in order to log in you sent me a 6 digit number for secure verification to my CELL PHONE, I received the number, entered it to get logged in. the only item that I had to add was my CELL PHONE number because it stated it didn't have it. I don't understand why, you sent me a 6 digit number on my CELL PHONE before I could log in? seems a bit confusing."
6/13/2025 17:25,,,,,,No,2,"I do not have a mobile number,  I have  landline"
6/13/2025 16:21,,,,,,,,
6/13/2025 14:21,,,,,,No,2,Update address
6/13/2025 13:54,,,,,,No,1,I don't want contact on mobile phone or don't have one at this time
6/13/2025 13:44,,,,,,No,1,Stop asking my for my phone number.  I do not have an American 10 digit phone number.
