3/6/2025 18:39,,,,,,No,2,"When trying to update contact information, I get the message:  'We’re sorry. Something went wrong on our end. Please refresh this page or try again later. '"
3/6/2025 18:39,,,,,,No,1,Just trying to login to myhealthevet!!!  The system doesn 't work very cleanly.  I tried to re-establish my log-in information to no avail. :-(  BTW ... I have also been on hold for help via your phone with no answer for over an hour!!  This doesn 't seem right for an organization that does good works ... otherwise.
3/6/2025 18:34,,,,,,No,2,Trying to add contact info.  Clicked on edit and it told me something went wrong
3/6/2025 18:33,,,,,,No,1,This new Page is CRAP!
3/6/2025 18:28,,,,,,No,,Trying to log in
3/6/2025 18:27,,,,,,No,3,I moved have new address
3/6/2025 18:23,,,,,,No,2,update my information. the site has been down for weeks now
3/6/2025 18:22,,,,,,,,
3/6/2025 18:21,,,,,,No,1,check if my GI bill availability
3/6/2025 18:14,,,,,,No,1,log onto id me
3/6/2025 18:12,,,,,,No,1,sign in to my health
3/6/2025 18:10,,,,,,No,2,
3/6/2025 18:04,,,,,,No,,
3/6/2025 17:58,,,,,,No,1,Make an account to sign in and find about benifits on hearing loss
3/6/2025 17:56,,,,,,,,
3/6/2025 17:52,,,,,,No,,
3/6/2025 17:52,,,,,,,,
3/6/2025 17:52,,,,,,No,1,error to edit my contact info.
3/6/2025 17:51,,,,,,No,,"Unable to edit personal information ie phone, email, address?"
3/6/2025 17:49,,,,,,No,2,setup new login to replace my old healthvet acct.
3/6/2025 17:43,,,,,,No,3,Just sign in
3/6/2025 17:41,,,,,,No,,Trying to update my information
3/6/2025 17:37,,,,,,No,1,order meds
3/6/2025 17:30,,,,,,No,1,Second try at registering.
3/6/2025 17:30,,,,,,No,2,
3/6/2025 17:21,,,,,,No,,Set up new account using
3/6/2025 17:20,,,,,,,,
3/6/2025 17:13,,,,,,,,
3/6/2025 17:11,,,,,,No,1,sign in to my acct
3/6/2025 17:08,,,,,,No,1,This new sign in method SUCK. I 've been trying for three days and I still haven 't been able to login
3/6/2025 17:08,,,,,,No,2,establish login.gov received message that something went wrong;  please refresh and try again.  tried three times with same result
3/6/2025 16:59,,,,,,No,2,
3/6/2025 16:52,,,,,,No,2,Attach IDME to this site so I could access my info on VA.gov.
3/6/2025 16:48,,,,,,No,2,update my contact information... if one doesn 't have a mobile phone you cannot continue.
3/6/2025 16:47,,,,,,No,,John Bradley 726 hickory ct imperial Beach California 338565161
3/6/2025 16:43,,,,,,No,2,"William Rodriguez Jr  11330 LA Mirada Blvd. Whittier,CA 90604 573-02-3245"
3/6/2025 16:43,1,I 've tried multiple times over 2 days to provide the contact info requestion.  The result each time is that I get an error message and am unable to provide it.,5,1,1,,,
3/6/2025 16:42,,,,,,No,1,trying to log into account and edit the phone number and email address.
3/6/2025 16:42,,,,,,Yes,1,get a va.gov login.  tried thru ID.ME and Login.gov. when asked to add contact information got error message
3/6/2025 16:36,,,,,,No,2,Open ID.me page
3/6/2025 16:31,,,,,,,,
3/6/2025 16:22,,,,,,No,2,Trying to verify the new Login process but it hangs up when I try to add my contact info and other things.
3/6/2025 16:21,,,,,,No,3,Set up the VA app for my cell phone
3/6/2025 16:19,,,,,,No,1,Trying for an hour to log into this new id.me program.  It keeps failing and going in circles.  MyHealthVet worked fine but this program is a nightmare and utter failure.  This is a disgrace
3/6/2025 16:17,,,,,,No,2,Create account
3/6/2025 16:15,,,,,,,2,open account
3/6/2025 16:12,,,,,,No,1,I was trying to change my direct deposit account
3/6/2025 16:08,,,,,,No,1,send message to PCP
3/6/2025 16:02,,,,,,No,1,Does not allow me to enter my contact info and says due to trouble on your end!
3/6/2025 16:00,,,,,,No,1,Update my personal information
3/6/2025 15:59,,,,,,No,1,You people are so fucked  up you want me to add info but won’t let me do it. You have been at this bullshit login crap for two years and still don’t have it working. Doge should put out of business and start over
3/6/2025 15:57,,,,,,No,2,
3/6/2025 15:51,,,,,,No,1,Trying to access myhealthevet information.
3/6/2025 15:50,,,,,,No,1,"Trying to create new account that is now required by the VA.  In addition to the site being very difficult for an elderly person, I keep getting a message to try again as there is an error at your end.  WHAT MESS THIS SITE IS?  WHY IN THE WORLD WAS THE SITE CHANGED?  WAS IT TO GIVE SOME TECH PERSON A JOB OF CONFUSING OLDER PEOPLE, WELL, YOU HAVE SUCCEEDED IN DOING THAT!!"
3/6/2025 15:43,,,,,,No,1,"update contact information, when I click to edit my for it says that something went wrong"
3/6/2025 15:43,,,,,,No,,Edit contact information.
3/6/2025 15:43,,,,,,No,2,Get in my healthy vet
3/6/2025 15:42,,,,,,No,,
3/6/2025 15:41,,,,,,No,2,Update personal info
3/6/2025 15:40,,,,,,No,3,"Load changes you ask for as phone number, address, email is unsuccessful. Each attempt the site ask for refresh and I could not move forward without your requested information"
3/6/2025 15:34,,,,,,No,1,Try to get on the new website.
3/6/2025 15:28,,,,,,No,2,I 'm not able to add my contact info and therefore not able to continue.  I need to leave an important message with my PPC.
3/6/2025 15:28,,,,,,No,3,Sign up so i could use the portal to keep up with my medical.
3/6/2025 15:25,,,,,,No,1,Update my information
3/6/2025 15:23,,,,,,No,2,fill personal info
3/6/2025 15:23,,,,,,No,1,Create a new ID.me account so I can sign in to MyHealtheVet.com but the stone wall will not let me do what is necessary. Guess I need to contact Elon to see if he can fix this mess
3/6/2025 15:21,,,,,,No,1,"Logged in using email and PW.  Then tells me personal info is missing.  Takes me to edit page to add email address, mailing address and mobile phone.  None of the edit buttons work.  Secondly, all of this info has already been submitted when the account was created.  For instance, I had to use my email address to even log in to my account.  After logging in,  it won 't let me advance any further because it says all my personal info is missing and had to added by editing each on.  But the edit links don 't work."
3/6/2025 15:20,,,,,,No,1,Trying to sign on to this site that has changed much too much for a human being to properly understand.  I was very happy the way it was.  Why & who decided to cause all these complications.  It is a pain & horrible..
3/6/2025 15:18,,,,,,No,2,fill in my information for the new login.
3/6/2025 15:18,,,,,,No,2,"Enter my mobile phone number, email address, and mailing address."
3/6/2025 15:18,,,,,,No,1,
3/6/2025 15:10,,,,,,No,1,add contact info.
3/6/2025 15:03,,,,,,No,1,
3/6/2025 15:01,,,,,,No,1,could not get anything done. how to log in is very upsetting  There should be a easier way to log in to the VA.
3/6/2025 15:01,,,,,,No,2,pages not loading and I refreshed.
3/6/2025 14:58,,,,,,No,3,update information
3/6/2025 14:57,,,,,,No,1,"Add phone, email and address. This continues to happen."
3/6/2025 14:57,,,,,,Yes,1,"Go to my VA.gov page It says I have to submit my phone number address and email, but it won 't allow me to do that.  I have tried this several times."
3/6/2025 14:56,,,,,,No,1,sign in to my healthy vet
3/6/2025 14:52,,,,,,No,,
3/6/2025 14:50,,,,,,No,1,"Each time I attempted to complete a task, I receive the following error message: We’re sorry. Something went wrong on our end. Please refresh this page or try again later."
3/6/2025 14:50,,,,,,No,,Cant add contact information.  Stuck on pg. 1 of add your contact information.
3/6/2025 14:48,,,,,,No,,File for burial benefits for my Father.
3/6/2025 14:48,,,,,,No,1,system won 't allow me to enter contact information
